Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A243PKL5	unreviewed	Heavy metal resistance protein	1987165	Sphingobium sp. GW456-12-10-14-TSB1	145	PF13801	10..130
A0A244BRC8	unreviewed	Zinc resistance-associated protein	562	Escherichia coli	139	PF13801	8..121
A0A244E3E6	unreviewed	Periplasmic heavy metal sensor	1851577	Variovorax sp. JS1663	169	PF13801	13..148
A0A244E7S2	unreviewed	Periplasmic heavy metal sensor	1851577	Variovorax sp. JS1663	212	PF13801	97..181
A0A245ZD83	unreviewed	Nickel and cobalt resistance protein CnrR	344880	Sphingomonas dokdonensis	146	PF13801	12..130
A0A246G2R5	unreviewed	Signaling pathway modulator ZraP	2013577	Pseudomonas sp. K2I15	158	PF13801	14..139
A0A246JK22	unreviewed	Periplasmic heavy metal sensor	431061	Roseateles aquatilis	187	PF13801	33..145
A0A246JVM9	unreviewed	Heavy metal resistance protein	651663	Sphingopyxis bauzanensis	146	PF13801	12..130
A0A246K1D0	unreviewed	Heavy metal resistance protein	651663	Sphingopyxis bauzanensis	145	PF13801	12..129
A0A246K542	unreviewed	Heavy metal resistance protein	173675	Sphingopyxis witflariensis	145	PF13801	11..129
A0A246KAU5	unreviewed	Uncharacterized protein	293	Brevundimonas diminuta	177	PF13801	12..140
A0A246KGB6	unreviewed	Heavy metal resistance protein	293	Brevundimonas diminuta	146	PF13801	12..130
A0A246KYW2	unreviewed	Signaling pathway modulator ZraP	487698	Stenotrophomonas pavanii	142	PF13801	7..127
A0A246QA78	unreviewed	Zinc resistance-associated protein	2015171	Achromobacter sp. HZ28	162	PF13801	12..136
A0A248JNF1	unreviewed	Periplasmic heavy metal sensor	1441467	Nitrospirillum viridazoti CBAmc	239	PF13801	15..140
A0A248JWV9	unreviewed	Periplasmic heavy metal sensor	1441467	Nitrospirillum viridazoti CBAmc	152	PF13801	12..136
A0A248JXW1	unreviewed	Heavy-metal resistance	1441467	Nitrospirillum viridazoti CBAmc	152	PF13801	12..143
A0A248KF05	unreviewed	Zinc resistance-associated protein	1243617	Salmonella bongori serovar 66:z41:- str. SA19983605	144	PF13801	9..124
A0A248VME1	unreviewed	Heavy metal resistance protein	2026199	Paraburkholderia aromaticivorans	175	PF13801	10..136
A0A248VP50	unreviewed	Zinc resistance-associated protein	2026199	Paraburkholderia aromaticivorans	172	PF13801	12..138
A0A249MXM8	unreviewed	Heavy metal resistance protein	121428	Sphingobium xenophagum	146	PF13801	11..130
A0A249N0A5	unreviewed	Heavy metal resistance protein	121428	Sphingobium xenophagum	146	PF13801	12..130
A0A249SVG7	unreviewed	Periplasmic heavy metal sensor	2033437	Chitinophaga sp. MD30	170	PF13801	17..138
A0A250IJQ4	unreviewed	Periplasmic heavy metal sensor	1294270	Melittangium boletus DSM 14713	162	PF13801	9..130
A0A250IN67	unreviewed	Periplasmic heavy metal sensor	1294270	Melittangium boletus DSM 14713	194	PF13801	44..145
A0A250JCI1	unreviewed	Periplasmic heavy metal sensor	43	Cystobacter fuscus	167	PF13801	10..131
A0A250K2E8	unreviewed	Periplasmic heavy metal sensor	1189310	Corallococcus macrosporus DSM 14697	186	PF13801	8..128
A0A250K3P3	unreviewed	Periplasmic heavy metal sensor	1189310	Corallococcus macrosporus DSM 14697	147	PF13801	11..135
A0A250KZL1	unreviewed	Signaling pathway modulator ZraP	1432792	Methylocaldum marinum	146	PF13801	17..139
A0A251WXE0	unreviewed	Periplasmic heavy metal sensor	1930667	Marivivens niveibacter	167	PF13801	19..139
A0A252A8G9	unreviewed	Periplasmic heavy metal sensor	104102	Acetobacter tropicalis	171	PF13801	11..140
A0A252AVX7	unreviewed	Periplasmic heavy metal sensor	104101	Acetobacter indonesiensis	170	PF13801	8..139
A0A252AXQ0	unreviewed	Periplasmic heavy metal sensor	104101	Acetobacter indonesiensis	169	PF13801	10..135
A0A252B7S5	unreviewed	Periplasmic heavy metal sensor	1670660	Acetobacter sp. DsW_54	172	PF13801	7..137
A0A252BE58	unreviewed	Periplasmic heavy metal sensor	146474	Acetobacter orientalis	168	PF13801	7..137
A0A252BXL4	unreviewed	Periplasmic heavy metal sensor	1514894	Acetobacter sp. DsW_063	150	PF13801	17..138
A0A252BZ19	unreviewed	Periplasmic heavy metal sensor	1076594	Acetobacter okinawensis	172	PF13801	7..137
A0A252C957	unreviewed	Maf-like protein	146474	Acetobacter orientalis	173	PF13801	9..137
A0A252EJU3	unreviewed	Periplasmic heavy metal sensor	446692	Acetobacter senegalensis	169	PF13801	10..136
A0A252ELT2	unreviewed	Periplasmic heavy metal sensor	446692	Acetobacter senegalensis	171	PF13801	11..140
A0A254NCK5	unreviewed	Periplasmic heavy metal sensor	431059	Roseateles puraquae	173	PF13801	25..154
A0A254QKW1	unreviewed	Periplasmic heavy metal sensor	1317111	Phaeobacter sp. 22II1-1F12B	159	PF13801	19..140
A0A254R127	unreviewed	RNA polymerase sigma-70 factor	1317116	Oceanicola sp. 22II-s10i	170	PF13801	28..153
A0A254UM43	unreviewed	Periplasmic heavy metal sensor	1973004	Thioclava sp. JM3	168	PF13801	18..139
A0A255XIP2	unreviewed	Zinc resistance-associated protein	2022747	Elstera cyanobacteriorum	183	PF13801	51..135
A0A255XTR6	unreviewed	Periplasmic heavy metal sensor	2022747	Elstera cyanobacteriorum	151	PF13801	11..132
A0A255Y6C3	unreviewed	Periplasmic heavy metal sensor	1981098	Sandarakinorhabdus cyanobacteriorum	183	PF13801	8..130
A0A255YEE3	unreviewed	Heavy metal resistance protein	1981098	Sandarakinorhabdus cyanobacteriorum	144	PF13801	12..128
A0A255YW05	unreviewed	Periplasmic heavy metal sensor	1981099	Niveispirillum lacus	161	PF13801	15..132
A0A255Z4W1	unreviewed	Periplasmic heavy metal sensor	1981099	Niveispirillum lacus	198	PF13801	13..148
A0A255ZW21	unreviewed	Periplasmic heavy metal sensor	2023067	Flavobacterium aurantiibacter	156	PF13801	14..130
A0A256GDT3	unreviewed	Heavy-metal resistance family protein	255457	Brucella lupini	156	PF13801	18..142
A0A256W915	unreviewed	Periplasmic heavy metal sensor	1971631	Bacteroidetes bacterium 4572_114	172	PF13801	18..143
A0A256WAC4	unreviewed	Periplasmic heavy metal sensor	1971630	Bacteroidetes bacterium 4572_112	173	PF13801	37..143
A0A256WFT2	unreviewed	Periplasmic heavy metal sensor	1972459	Bacteroidetes bacterium 4572_77	116	PF13801	7..77
A0A257CW57	unreviewed	Periplasmic heavy metal sensor	2015565	Burkholderiales bacterium PBB3	160	PF13801	14..144
A0A257E599	unreviewed	Signaling pathway modulator ZraP	2015553	Pseudomonas sp. PGPPP1	164	PF13801	12..137
A0A257EPK8	unreviewed	Periplasmic heavy metal sensor	2015572	Alphaproteobacteria bacterium PA4	199	PF13801	11..142
A0A257EZN8	unreviewed	Periplasmic heavy metal sensor	2015578	Rhodobacteraceae bacterium PARR1	162	PF13801	24..145
A0A257GPS6	unreviewed	Periplasmic heavy metal sensor	2015560	Pseudorhodobacter sp. PARRP1	172	PF13801	25..148
A0A257LF69	unreviewed	Periplasmic heavy metal sensor	2015567	Burkholderiales bacterium PBB5	179	PF13801	13..152
A0A257P2J1	unreviewed	Periplasmic heavy metal sensor	1970454	Thiomonas sp. 20-64-9	190	PF13801	25..163
A0A257R1L9	unreviewed	Transporter	1970291	Acidiphilium sp. 20-67-58	223	PF13801	12..137
A0A257SSH1	unreviewed	Signaling pathway modulator ZraP	1970504	Chromatiales bacterium 21-64-14	171	PF13801	24..155
A0A257TT90	unreviewed	DUF4148 domain-containing protein	1970485	Acidobacteria bacterium 21-70-11	103	PF13801	10..103
A0A257U5C3	unreviewed	Periplasmic heavy metal sensor	1970485	Acidobacteria bacterium 21-70-11	152	PF13801	15..134
A0A257US31	unreviewed	Periplasmic heavy metal sensor	1970486	Acidobacteria bacterium 37-65-4	190	PF13801	23..133
A0A257VAB2	unreviewed	Periplasmic heavy metal sensor	1970487	Acidobacteria bacterium 37-71-11	152	PF13801	15..134
A0A257WZH6	unreviewed	Heavy metal resistance protein	1970329	Caulobacter sp. 12-67-6	146	PF13801	8..130
A0A257X5L9	unreviewed	Periplasmic heavy metal sensor	1970329	Caulobacter sp. 12-67-6	197	PF13801	61..175
A0A257XS27	unreviewed	Zinc resistance-associated protein	1970515	Hydrogenophilales bacterium 12-61-10	143	PF13801	22..114
A0A257Y863	unreviewed	Periplasmic heavy metal sensor	1970554	Rhodobacterales bacterium 12-64-8	187	PF13801	19..148
A0A257YAL3	unreviewed	Periplasmic heavy metal sensor	1970318	Azorhizobium sp. 12-66-6	243	PF13801	92..222
A0A257YIH2	unreviewed	Heavy metal resistance protein	1970586	Sphingomonadales bacterium 12-68-11	146	PF13801	9..131
A0A257ZJD8	unreviewed	Periplasmic heavy metal sensor	1970324	Bosea sp. 12-68-7	188	PF13801	75..163
A0A257ZJS7	unreviewed	Periplasmic heavy metal sensor	1970555	Rhodobacterales bacterium 12-65-15	166	PF13801	31..141
A0A258AN23	unreviewed	Uncharacterized protein	1970608	Verrucomicrobia bacterium 12-59-8	279	PF13801	38..123
A0A258AV07	unreviewed	Periplasmic heavy metal sensor	1970608	Verrucomicrobia bacterium 12-59-8	152	PF13801	12..137
A0A258B962	unreviewed	Heavy metal resistance protein	1970317	Asticcacaulis sp. 32-58-5	146	PF13801	15..130
A0A258BI86	unreviewed	Nickel-cobalt-cadmium resistance protein nccX	1970317	Asticcacaulis sp. 32-58-5	108	PF13801	2..92
A0A258BTJ9	unreviewed	Heavy metal resistance protein	1970391	Hyphomonas sp. 32-62-5	118	PF13801	10..104
A0A258BYX6	unreviewed	Heavy metal resistance protein	1970430	Sphingobium sp. 32-64-5	146	PF13801	11..130
A0A258CPV8	unreviewed	Heavy metal resistance protein	155892	Caulobacter vibrioides	113	PF13801	14..98
A0A258CRQ2	unreviewed	NAD+ synthetase	155892	Caulobacter vibrioides	145	PF13801	10..131
A0A258CXK3	unreviewed	Periplasmic heavy metal sensor	155892	Caulobacter vibrioides	239	PF13801	108..210
A0A258D2H2	unreviewed	Heavy metal resistance protein	1970325	Bosea sp. 32-68-6	129	PF13801	10..127
A0A258D3M3	unreviewed	Heavy metal resistance protein	155892	Caulobacter vibrioides	146	PF13801	8..131
A0A258D8P1	unreviewed	NAD+ synthetase	155892	Caulobacter vibrioides	145	PF13801	10..131
A0A258E5P3	unreviewed	TonB-dependent receptor plug domain-containing protein	1970314	Algoriphagus sp. 32-45-6	320	PF13801	36..122
A0A258EGG1	unreviewed	Periplasmic heavy metal sensor	1970559	Rhodobacterales bacterium 32-66-9	179	PF13801	43..163
A0A258F0L7	unreviewed	Periplasmic heavy metal sensor	1970558	Rhodobacterales bacterium 32-66-7	166	PF13801	31..141
A0A258FBX5	unreviewed	Zinc resistance-associated protein	1970531	Hydrogenophilales bacterium 32-62-9	143	PF13801	22..114
A0A258FII1	unreviewed	Periplasmic heavy metal sensor	1970503	Caulobacterales bacterium 32-69-10	189	PF13801	11..136
A0A258FNV2	unreviewed	Heavy metal resistance protein	1970503	Caulobacterales bacterium 32-69-10	146	PF13801	12..131
A0A258FSS5	unreviewed	Periplasmic heavy metal sensor	74313	Brevundimonas subvibrioides	179	PF13801	17..143
A0A258FVQ0	unreviewed	Heavy metal resistance protein	1970503	Caulobacterales bacterium 32-69-10	146	PF13801	15..131
A0A258FXN5	unreviewed	Heavy metal resistance protein	1970503	Caulobacterales bacterium 32-69-10	142	PF13801	8..128
A0A258GBK7	unreviewed	Periplasmic heavy metal sensor	1970560	Rhodobacterales bacterium 32-67-9	109	PF13801	3..93
A0A258GL97	unreviewed	Heavy metal resistance protein	1970492	Alphaproteobacteria bacterium 32-64-14	146	PF13801	10..132
A0A258GST3	unreviewed	Heavy metal resistance protein	1970492	Alphaproteobacteria bacterium 32-64-14	124	PF13801	10..110
A0A258GXI1	unreviewed	Periplasmic heavy metal sensor	1970492	Alphaproteobacteria bacterium 32-64-14	187	PF13801	11..140
A0A258HI57	unreviewed	Heavy metal resistance protein	74313	Brevundimonas subvibrioides	146	PF13801	12..132
A0A258HM45	unreviewed	Heavy metal resistance protein	74313	Brevundimonas subvibrioides	146	PF13801	13..130
A0A258HP69	unreviewed	Heavy metal resistance protein	74313	Brevundimonas subvibrioides	145	PF13801	13..129
A0A258HRX1	unreviewed	Periplasmic heavy metal sensor	74313	Brevundimonas subvibrioides	172	PF13801	16..144
A0A258IGU9	unreviewed	Heavy metal resistance protein	1970330	Caulobacter sp. 32-67-35	146	PF13801	16..131
A0A258IKI3	unreviewed	Periplasmic heavy metal sensor	1970330	Caulobacter sp. 32-67-35	197	PF13801	61..175
A0A258IL23	unreviewed	Periplasmic heavy metal sensor	1970549	Rhizobiales bacterium 32-66-11	243	PF13801	92..222
A0A258L5M3	unreviewed	Periplasmic heavy metal sensor	1970390	Hyphomicrobium sp. 32-62-53	181	PF13801	23..148
A0A258ND38	unreviewed	Zinc resistance-associated protein	1970312	Acidovorax sp. 35-64-16	157	PF13801	13..135
A0A258P285	unreviewed	Periplasmic heavy metal sensor	1970418	Polaromonas sp. 35-63-35	195	PF13801	82..168
A0A258QQE8	unreviewed	Signaling pathway modulator ZraP	1970386	Halothiobacillus sp. 28-55-5	238	PF13801	117..230
A0A258QVH2	unreviewed	Periplasmic heavy metal sensor	1970551	Rhizobiales bacterium 35-66-30	123	PF13801	20..123
A0A258QZS5	unreviewed	Zinc resistance-associated protein	1970529	Hydrogenophilales bacterium 28-61-11	143	PF13801	22..114
A0A258RCM7	unreviewed	Heavy metal resistance protein	1970432	Sphingomonas sp. 28-62-11	148	PF13801	16..133
A0A258RMK9	unreviewed	Heavy metal resistance protein	1970589	Sphingomonadales bacterium 28-55-16	146	PF13801	15..128
A0A258S3H1	unreviewed	Signaling pathway modulator ZraP	1970513	Gammaproteobacteria bacterium 28-57-27	190	PF13801	16..139
A0A258S8P1	unreviewed	Heavy metal resistance protein	1970433	Sphingomonas sp. 28-62-20	147	PF13801	11..132
A0A258SCX8	unreviewed	Heavy metal resistance protein	1970433	Sphingomonas sp. 28-62-20	146	PF13801	13..130
A0A258UWJ3	unreviewed	Heavy metal resistance protein	1970409	Novosphingobium sp. 28-62-57	144	PF13801	11..128
A0A258V2K1	unreviewed	Heavy metal resistance protein	1970409	Novosphingobium sp. 28-62-57	145	PF13801	9..127
A0A258XNT9	unreviewed	Heavy metal resistance protein	1970405	Novosphingobium sp. 16-62-11	145	PF13801	9..127
A0A258ZIX0	unreviewed	Zinc resistance-associated protein	1970510	Gallionellales bacterium 24-53-125	200	PF13801	77..185
A0A259AHM4	unreviewed	Periplasmic heavy metal sensor	1970548	Rhizobiales bacterium 24-66-13	171	PF13801	20..150
A0A259BU64	unreviewed	Periplasmic heavy metal sensor	1971593	Xanthobacter sp. 17-67-6	243	PF13801	92..222
A0A259DUV4	unreviewed	Heavy metal resistance protein	1970406	Novosphingobium sp. 17-62-19	136	PF13801	3..121
A0A259DWM9	unreviewed	Heavy metal resistance protein	1970406	Novosphingobium sp. 17-62-19	145	PF13801	9..127
A0A259EXC1	unreviewed	Zinc resistance-associated protein	1970524	Hydrogenophilales bacterium 17-61-9	151	PF13801	10..126
A0A259F290	unreviewed	Zinc resistance-associated protein	1970528	Hydrogenophilales bacterium 17-64-65	141	PF13801	2..109
A0A259GJS1	unreviewed	Zinc resistance-associated protein	1970523	Hydrogenophilales bacterium 17-61-76	143	PF13801	22..114
A0A259K9W7	unreviewed	Periplasmic heavy metal sensor	1970553	Rhizobiales bacterium 39-66-18	122	PF13801	9..101
A0A259LPY5	unreviewed	Periplasmic heavy metal sensor	1970392	Hyphomonas sp. 34-62-18	173	PF13801	15..138
A0A259MB27	unreviewed	Heavy metal resistance protein	1970570	Rhodospirillales bacterium 39-66-50	196	PF13801	62..178
A0A259MM46	unreviewed	Periplasmic heavy metal sensor	1970570	Rhodospirillales bacterium 39-66-50	180	PF13801	12..152
A0A259NI60	unreviewed	Signaling pathway modulator ZraP	1970382	Halothiobacillus sp. 15-55-196	132	PF13801	11..124
A0A259RTJ2	unreviewed	Periplasmic heavy metal sensor	1970449	Thiomonas sp. 14-64-326	190	PF13801	25..163
A0A261GP40	unreviewed	Signaling pathway modulator ZraP	1926491	Hahella sp. CCB-MM4	105	PF13801	8..82
A0A261RMY6	unreviewed	Zinc resistance-associated protein	1416803	Bordetella genomosp. 9	170	PF13801	12..137
A0A261SKJ2	unreviewed	Zinc resistance-associated protein	1416804	Bordetella genomosp. 10	162	PF13801	12..137
A0A261V158	unreviewed	Zinc resistance-associated protein	1416808	Bordetella genomosp. 11	162	PF13801	12..137
A0A265B157	unreviewed	Zinc resistance-associated protein	611	Salmonella enterica subsp. enterica serovar Heidelberg	151	PF13801	8..124
A0A269XZL6	unreviewed	Periplasmic heavy metal sensor	483199	Acetobacter fabarum	172	PF13801	7..137
A0A270B476	unreviewed	Heavy metal resistance protein	2012632	Sphingopyxis sp. GW247-27LB	146	PF13801	12..131
A0A270B4Q9	unreviewed	Heavy metal resistance protein	2012632	Sphingopyxis sp. GW247-27LB	145	PF13801	12..129
A0A270BIY5	unreviewed	Heavy metal resistance protein	2012632	Sphingopyxis sp. GW247-27LB	145	PF13801	12..130
A0A270BMG8	unreviewed	Periplasmic heavy metal sensor	146476	Acetobacter syzygii	170	PF13801	8..135
A0A271KD62	unreviewed	Periplasmic heavy metal sensor	2014805	Mesorhizobium wenxiniae	191	PF13801	88..178
A0A271LJC3	unreviewed	Periplasmic heavy metal sensor	241416	Mesorhizobium temperatum	155	PF13801	12..137
A0A271LQH8	unreviewed	Periplasmic heavy metal sensor	241416	Mesorhizobium temperatum	179	PF13801	76..166
A0A272ERR9	unreviewed	Periplasmic heavy metal sensor	857335	Candidatus Dactylopiibacterium carminicum	175	PF13801	36..145
A0A285AW71	unreviewed	Zinc resistance-associated protein	2058152	Klebsiella grimontii	140	PF13801	8..124
A0A285CPL0	unreviewed	Periplasmic heavy metal sensor	439529	Cereibacter ovatus	179	PF13801	23..147
A0A285HCJ2	unreviewed	Protein refolding chaperone Spy/CpxP family	1413210	Orenia metallireducens	171	PF13801	6..128
A0A285IEN8	unreviewed	Protein refolding chaperone Spy/CpxP family	1413210	Orenia metallireducens	177	PF13801	7..127
A0A285JA41	unreviewed	Heavy-metal resistance	1247613	Pseudooceanicola antarcticus	178	PF13801	33..154
A0A285R6J3	unreviewed	Heavy-metal resistance	1141890	Sphingomonas guangdongensis	146	PF13801	14..130
A0A285SBD9	unreviewed	Heavy-metal resistance protein	446682	Rhodobacter maris	211	PF13801	31..162
A0A286FXT8	unreviewed	Heavy-metal resistance	1597977	Spirosoma fluviale	178	PF13801	14..135
A0A286TYJ5	unreviewed	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	1284222	Candidatus Scalindua japonica	158	PF13801	11..138
A0A286TYK9	unreviewed	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	1284222	Candidatus Scalindua japonica	158	PF13801	10..138
A0A290MV64	unreviewed	Periplasmic heavy metal sensor	155892	Caulobacter vibrioides	221	PF13801	95..197
A0A290S722	unreviewed	Signaling pathway modulator ZraP	1117313	Pseudoalteromonas arctica A 37-1-2	162	PF13801	11..144
A0A290WY31	unreviewed	Lipoprotein signal peptidase	368607	Janthinobacterium svalbardensis	159	PF13801	36..137
A0A291GG90	unreviewed	Periplasmic heavy metal sensor	1758178	Celeribacter ethanolicus	180	PF13801	24..150
A0A291LXH3	unreviewed	Periplasmic heavy metal sensor	1411902	Pacificitalea manganoxidans	212	PF13801	27..184
A0A291P613	unreviewed	Signaling pathway modulator ZraP	475662	Halomonas beimenensis	112	PF13801	19..105
A0A291PGY4	unreviewed	Periplasmic heavy metal sensor	104102	Acetobacter tropicalis	169	PF13801	10..136
A0A291PKK8	unreviewed	Periplasmic heavy metal sensor	104102	Acetobacter tropicalis	171	PF13801	11..140
A0A292ZD62	unreviewed	Periplasmic heavy metal sensor	336203	Sphingobium fuliginis (strain ATCC 27551)	151	PF13801	12..131
A0A293NHI3	unreviewed	EF-hand domain-containing protein	2026778	Phycisphaerae bacterium	249	PF13801	12..135
A0A2A2PZU8	unreviewed	Periplasmic heavy metal sensor	1982329	Verrucomicrobiia bacterium Tous-C2TDCM	157	PF13801	14..141
A0A2A2QJB6	unreviewed	Heavy metal resistance protein	1982322	Opitutia bacterium Tous-C5TDCM	141	PF13801	6..128
A0A2A2QJN6	unreviewed	Periplasmic heavy metal sensor	1982322	Opitutia bacterium Tous-C5TDCM	160	PF13801	7..132
A0A2A2R5Y7	unreviewed	Periplasmic heavy metal sensor	1982333	Verrucomicrobia bacterium Tous-C9LFEB	159	PF13801	10..130
A0A2A2SB35	unreviewed	Heavy metal resistance protein	1141887	Sphingomonas lenta	146	PF13801	12..131
A0A2A2SI62	unreviewed	Heavy metal resistance protein	1141887	Sphingomonas lenta	146	PF13801	12..130
A0A2A2UR97	unreviewed	Signaling pathway modulator ZraP	2029678	Pseudoalteromonas sp. HM-SA03	153	PF13801	7..135
A0A2A2XVW9	unreviewed	Heavy metal resistance protein	1982325	Spartobacteria bacterium AMD-G4	146	PF13801	8..128
A0A2A3ASV6	unreviewed	Periplasmic heavy metal sensor	2029412	Mesorhizobium sp. WSM4313	134	PF13801	17..126
A0A2A3AZX4	unreviewed	Periplasmic heavy metal sensor	2029412	Mesorhizobium sp. WSM4313	147	PF13801	8..126
A0A2A3BJL5	unreviewed	Periplasmic heavy metal sensor	422271	Mesorhizobium sp. WSM3866	148	PF13801	8..125
A0A2A3BR81	unreviewed	Periplasmic heavy metal sensor	2029409	Mesorhizobium sp. WSM4308	134	PF13801	17..126
